# x_m, y_m, w_tr_right_m, w_tr_left_m
38.594076, 10.631208, 1.090679, 0.965814
38.666393, 10.562586, 1.111810, 1.000452
38.730589, 10.485955, 1.118575, 1.039186
38.792375, 10.407326, 1.101267, 1.079525
38.856616, 10.330793, 1.084186, 1.108982
38.929358, 10.262662, 1.080475, 1.135452
39.011857, 10.206532, 1.087489, 1.154910
39.101172, 10.162075, 1.099932, 1.165158
39.193724, 10.124206, 1.117805, 1.158937
39.287352, 10.089320, 1.127262, 1.146063
39.382560, 10.058738, 1.134457, 1.138507
39.477199, 10.026471, 1.138484, 1.137149
39.570815, 9.991341, 1.141900, 1.136697
39.662651, 9.951911, 1.151018, 1.142443
39.751565, 9.906257, 1.152149, 1.149977
39.837912, 9.855857, 1.157443, 1.155566
39.924326, 9.805571, 1.155430, 1.152624
40.012114, 9.757688, 1.143167, 1.138190
40.098164, 9.706861, 1.140090, 1.110837
40.181546, 9.651687, 1.134163, 1.084367
40.262725, 9.593322, 1.117489, 1.054050
40.342034, 9.532425, 1.092557, 1.022149
40.417405, 9.466826, 1.063620, 0.984005
40.490673, 9.398769, 1.028167, 0.953643
40.568535, 9.336365, 0.993914, 0.928326
40.653233, 9.283480, 0.956584, 0.905543
40.744497, 9.243605, 0.927127, 0.893009
40.840762, 9.217126, 0.906335, 0.888213
40.938614, 9.196526, 0.881312, 0.888484
41.036305, 9.175215, 0.867851, 0.887308
41.133702, 9.152551, 0.861290, 0.879186
41.231409, 9.131291, 0.856968, 0.871629
41.329039, 9.109721, 0.861923, 0.870385
41.426452, 9.087144, 0.865882, 0.866131
41.524306, 9.066568, 0.864955, 0.859774
41.622325, 9.046766, 0.859887, 0.851991
41.720159, 9.026070, 0.856357, 0.848462
41.818233, 9.006639, 0.846357, 0.844638
41.916725, 8.989339, 0.840566, 0.842738
42.014853, 8.970194, 0.830973, 0.839819
42.112125, 8.947080, 0.826719, 0.838100
42.208840, 8.921660, 0.819955, 0.831267
42.305470, 8.895917, 0.814661, 0.828235
42.402301, 8.870960, 0.809525, 0.822466
42.499097, 8.845877, 0.808235, 0.817421
42.595938, 8.820993, 0.802330, 0.819796
42.693201, 8.797757, 0.805271, 0.822602
42.791325, 8.779134, 0.810068, 0.823688
42.890446, 8.765905, 0.812964, 0.827376
42.989205, 8.750424, 0.820045, 0.836222
43.087856, 8.734222, 0.830407, 0.851312
43.186454, 8.717794, 0.839615, 0.860204
43.284283, 8.697108, 0.856765, 0.875905
43.381730, 8.674658, 0.870498, 0.889276
43.478787, 8.650607, 0.886448, 0.894412
43.575459, 8.625027, 0.898258, 0.900407
43.671355, 8.596793, 0.913258, 0.902602
43.766314, 8.565447, 0.921855, 0.904796
43.860762, 8.532609, 0.928077, 0.910860
43.953863, 8.496217, 0.932489, 0.918122
44.046470, 8.458519, 0.937421, 0.925905
44.137103, 8.416822, 0.938439, 0.931991
44.225164, 8.369457, 0.941403, 0.937624
44.314160, 8.323857, 0.949095, 0.945814
44.404300, 8.280610, 0.951063, 0.952873
44.494556, 8.237609, 0.952308, 0.951652
44.581248, 8.188072, 0.954525, 0.958914
44.666151, 8.135298, 0.954480, 0.955973
44.752450, 8.084777, 0.954163, 0.948054
44.837457, 8.032170, 0.948801, 0.943846
44.921398, 7.977825, 0.947376, 0.933575
45.003687, 7.921143, 0.936878, 0.926380
45.085157, 7.863236, 0.924751, 0.919638
45.167514, 7.806548, 0.911606, 0.909027
45.249762, 7.749708, 0.896290, 0.900226
45.332195, 7.693135, 0.887715, 0.893756
45.412203, 7.633181, 0.884570, 0.886833
45.492983, 7.574360, 0.883846, 0.874774
45.574748, 7.516850, 0.885837, 0.871199
45.656784, 7.459777, 0.885543, 0.874186
45.742899, 7.409101, 0.891425, 0.890566
45.830082, 7.360179, 0.901787, 0.898484
45.914456, 7.306593, 0.913462, 0.904932
45.996220, 7.249038, 0.921742, 0.911606
46.075621, 7.188302, 0.923552, 0.918575
46.152091, 7.123896, 0.920656, 0.917376
46.224210, 7.054763, 0.914593, 0.914706
46.291757, 6.981050, 0.903371, 0.910339
46.356600, 6.904941, 0.891697, 0.909276
46.422393, 6.829697, 0.889502, 0.904751
46.491350, 6.757282, 0.886561, 0.893303
46.562671, 6.687228, 0.884570, 0.879706
46.634646, 6.618336, 0.888529, 0.873756
46.709062, 6.553711, 0.891516, 0.880317
46.787408, 6.495706, 0.893167, 0.895995
46.864814, 6.439563, 0.909955, 0.903710
46.939737, 6.384334, 0.417405, 0.491134
47.014139, 6.332823, 0.411103, 0.483983
47.090867, 6.287924, 0.405022, 0.476898
47.170086, 6.249318, 0.399165, 0.469896
47.251075, 6.215220, 0.393536, 0.462991
47.333674, 6.186715, 0.333456, 0.456197
47.411250, 6.146687, 0.382959, 0.449526
47.488736, 6.109705, 0.378010, 0.442990
47.566039, 6.075988, 0.373288, 0.436599
47.643046, 6.045746, 0.368788, 0.430363
47.719623, 6.019181, 0.364508, 0.424292
47.795616, 5.996478, 0.360443, 0.418391
47.870853, 5.977811, 0.356587, 0.412670
47.945143, 5.963333, 0.352936, 0.407132
48.018279, 5.953181, 0.349482, 0.401784
48.090038, 5.947468, 0.346220, 0.396627
48.160183, 5.946284, 0.343143, 0.391665
48.228470, 5.949695, 0.340244, 0.386900
48.294644, 5.957741, 0.337516, 0.382333
48.358448, 5.970434, 0.334951, 0.377965
48.419624, 5.987759, 0.332543, 0.373794
48.477915, 6.009676, 0.330284, 0.369819
48.533070, 6.036114, 0.328168, 0.366039
48.584851, 6.066979, 0.326188, 0.354423
