# x_m, y_m, w_tr_right_m, w_tr_left_m
15.442981, 14.686744, 1.1, 1.1
15.310136, 14.540274, 1.1, 1.1
15.184071, 14.383757, 1.1, 1.1
15.068834, 14.227454, 1.1, 1.1
14.952327, 14.057127, 1.1, 1.1
14.847507, 13.89408, 1.1, 1.1
14.742969, 13.722738, 1.1, 1.1
14.639798, 13.545088, 1.1, 1.1
14.543163, 13.371498, 1.1, 1.1
14.447438, 13.195027, 1.1, 1.1
14.351611, 13.016572, 1.1, 1.1
14.254571, 12.836818, 1.1, 1.1
14.159196, 12.663839, 1.1, 1.1
14.058339, 12.488115, 1.1, 1.1
13.954147, 12.314348, 1.1, 1.1
13.854519, 12.15203, 1.1, 1.1
13.748397, 11.980404, 1.1, 1.1
13.643365, 11.814817, 1.1, 1.1
13.535532, 11.652542, 1.1, 1.1
13.417528, 11.486078, 1.1, 1.1
13.299367, 11.331177, 1.1, 1.1
13.17174, 11.175034, 1.1, 1.1
13.040032, 11.023965, 1.1, 1.1
12.905506, 10.8782, 1.1, 1.1
12.763721, 10.731945, 1.1, 1.1
12.623117, 10.592816, 1.1, 1.1
12.478932, 10.454104, 1.1, 1.1
12.332659, 10.315432, 1.1, 1.1
12.187987, 10.178456, 1.1, 1.1
12.043626, 10.039998, 1.1, 1.1
11.90088, 9.899316, 1.1, 1.1
11.761068, 9.755841, 1.1, 1.1
11.625716, 9.609468, 1.1, 1.1
11.494286, 9.457711, 1.1, 1.1
11.368668, 9.301044, 1.1, 1.1
11.251614, 9.141767, 1.1, 1.1
11.139238, 8.972566, 1.1, 1.1
11.03738, 8.800712, 1.1, 1.1
10.945902, 8.625288, 1.1, 1.1
10.862445, 8.439234, 1.1, 1.1
10.793852, 8.257604, 1.1, 1.1
10.733673, 8.061614, 1.1, 1.1
10.688269, 7.871834, 1.1, 1.1
10.653061, 7.676568, 1.1, 1.1
10.623814, 7.479823, 1.1, 1.1
10.59618, 7.293744, 1.1, 1.1
10.567458, 7.088806, 1.1, 1.1
10.544385, 6.89812, 1.1, 1.1
10.524311, 6.698926, 1.1, 1.1
10.507682, 6.488699, 1.1, 1.1
10.496161, 6.291755, 1.1, 1.1
10.486937, 6.09106, 1.1, 1.1
10.478685, 5.889421, 1.1, 1.1
10.469736, 5.681604, 1.1, 1.1
10.459196, 5.481454, 1.1, 1.1
10.445354, 5.28829, 1.1, 1.1
10.424517, 5.076087, 1.1, 1.1
10.40465, 4.888967, 1.1, 1.1
10.389743, 4.692636, 1.1, 1.1
10.38494, 4.495817, 1.1, 1.1
10.38649, 4.308948, 1.1, 1.1
10.387241, 4.101198, 1.1, 1.1
10.382423, 3.904658, 1.1, 1.1
10.371293, 3.704802, 1.1, 1.1
10.353349, 3.498306, 1.1, 1.1
10.329648, 3.299924, 1.1, 1.1
10.299076, 3.101765, 1.1, 1.1
10.260942, 2.905317, 1.1, 1.1
10.213943, 2.709497, 1.1, 1.1
10.158874, 2.519048, 1.1, 1.1
10.094921, 2.331086, 1.1, 1.1
10.02219, 2.145168, 1.1, 1.1
9.941906, 1.96251, 1.1, 1.1
9.85512, 1.783291, 1.1, 1.1
9.762299, 1.606517, 1.1, 1.1
9.664256, 1.432001, 1.1, 1.1
9.562537, 1.260849, 1.1, 1.1
9.456757, 1.091171, 1.1, 1.1
9.347888, 0.923473, 1.1, 1.1
9.23668, 0.757887, 1.1, 1.1
9.122985, 0.593305, 1.1, 1.1
9.007709, 0.430202, 1.1, 1.1
8.891117, 0.268115, 1.1, 1.1
8.773411, 0.106516, 1.1, 1.1
8.655275, -0.05432, 1.1, 1.1
8.536368, -0.214755, 1.1, 1.1
8.416482, -0.374689, 1.1, 1.1
8.295333, -0.533126, 1.1, 1.1
8.170428, -0.688982, 1.1, 1.1
8.039743, -0.840053, 1.1, 1.1
7.901596, -0.983722, 1.1, 1.1
7.753522, -1.117898, 1.1, 1.1
7.594273, -1.239337, 1.1, 1.1
7.424296, -1.34533, 1.1, 1.1
7.245553, -1.433543, 1.1, 1.1
7.054093, -1.503485, 1.1, 1.1
6.857905, -1.552002, 1.1, 1.1
6.667126, -1.578956, 1.1, 1.1
6.446928, -1.585238, 1.1, 1.1
6.2626, -1.568051, 1.1, 1.1
6.063495, -1.516377, 1.1, 1.1
5.896679, -1.486945, 1.1, 1.1
5.701096, -1.451258, 1.1, 1.1
5.517203, -1.388986, 1.1, 1.1
5.318135, -1.29523, 1.1, 1.1
5.15272, -1.194553, 1.1, 1.1
4.990464, -1.072735, 1.1, 1.1
4.840673, -0.933673, 1.1, 1.1
4.710916, -0.78389, 1.1, 1.1
4.596293, -0.620027, 1.1, 1.1
4.498227, -0.445064, 1.1, 1.1
4.41756, -0.265642, 1.1, 1.1
4.347194, -0.07853, 1.1, 1.1
4.282884, 0.11418, 1.1, 1.1
4.222944, 0.303406, 1.1, 1.1
4.162933, 0.49412, 1.1, 1.1
4.10105, 0.684888, 1.1, 1.1
4.035488, 0.875153, 1.1, 1.1
3.968313, 1.064328, 1.1, 1.1
3.903998, 1.252683, 1.1, 1.1
3.846103, 1.443812, 1.1, 1.1
3.798471, 1.640456, 1.1, 1.1
3.766229, 1.83657, 1.1, 1.1
3.752652, 2.033418, 1.1, 1.1
3.761119, 2.236807, 1.1, 1.1
3.791538, 2.433634, 1.1, 1.1
